date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:09	87140/87140	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:10%20GMT	https://x.com/lamrinuniv	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/x.com/lamrinuniv.html	(from https://ltsu.ac.in/)
19:01:09	573/573	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:11%20GMT	https://www.ltsu.ac.in/assets/frontend/images/tt.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/tt.png	(from https://ltsu.ac.in/)
19:01:09	1032/1032	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2013:31:11%20GMT	https://www.ltsu.ac.in/assets/frontend/images/ii.jpg	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/ii.jpg	(from https://ltsu.ac.in/)
19:01:11	784/784	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:12%20GMT	https://www.ltsu.ac.in/assets/frontend/images/ji.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/ji.png	(from https://ltsu.ac.in/)
19:01:11	709689/709689	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:12%20GMT	https://www.instagram.com/lamrintechskillsuniversity/	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.instagram.com/lamrintechskillsuniversity/index.html	(from https://ltsu.ac.in/)
19:01:12	1364356/1364356	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:12%20GMT	https://www.youtube.com/channel/UCa-hPFUL3DypAk87S80eNwg	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.youtube.com/channel/UCa-hPFUL3DypAk87S80eNwg.html	(from https://ltsu.ac.in/)
19:01:12	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2029%20Jun%202026%2013:31:13%20GMT	https://www.linkedin.com/company/76645349	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.linkedin.com/company/76645349.19.delayed	(from https://ltsu.ac.in/)
19:01:13	784/784	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:14%20GMT	https://www.ltsu.ac.in/assets/frontend/images/ahh.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/ahh.png	(from https://ltsu.ac.in/)
19:01:13	614417/614417	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:14%20GMT	https://www.linkedin.com/uas/login?session_redirect=%2Fcompany%2F76645349	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.linkedin.com/uas/login5b0c.html	(from https://ltsu.ac.in/)
19:01:13	68147/68147	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:15%20GMT	https://www.ltsu.ac.in/international	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/international.html	(from https://ltsu.ac.in/)
19:01:14	4128/4128	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:15%20GMT	https://www.ltsu.ac.in/assets/frontend/images/international_a.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/international_a.png	(from https://ltsu.ac.in/)
19:01:15	3440/3440	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:16%20GMT	https://www.ltsu.ac.in/assets/frontend/images/whatsapp.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/whatsapp.png	(from https://ltsu.ac.in/)
19:01:15	201696/201696	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:16%20GMT	https://api.whatsapp.com/send?phone=918480005390	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/api.whatsapp.com/sendeb9a.html	(from https://ltsu.ac.in/)
19:01:15	3180/3180	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:16%20GMT	https://www.ltsu.ac.in/assets/frontend/images/call.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/call.png	(from https://ltsu.ac.in/)
19:01:15	96635/96635	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:17%20GMT	https://www.ltsu.ac.in/mandatory-disclosure	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/mandatory-disclosure.html	(from https://ltsu.ac.in/)
19:01:15	19132/19132	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:17%20GMT	https://www.ltsu.ac.in/assets/frontend/images/logo1.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/logo1.png	(from https://ltsu.ac.in/)
19:01:16	13945/13945	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202026%2013:31:17%20GMT	https://www.ltsu.ac.in/assets/frontend/images/loggg12.png	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/images/loggg12.png	(from https://ltsu.ac.in/)
19:01:17	66440/66440	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:18%20GMT	https://www.ltsu.ac.in/apply-now	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/apply-now.html	(from https://ltsu.ac.in/)
19:01:17	66783/66783	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:18%20GMT	https://www.ltsu.ac.in/about-ltsu	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/about-ltsu.html	(from https://ltsu.ac.in/)
19:01:17	66416/66416	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:19%20GMT	https://www.ltsu.ac.in/approvals	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/approvals.html	(from https://ltsu.ac.in/)
19:01:17	66420/66420	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:19%20GMT	https://www.ltsu.ac.in/vision-mission	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/vision-mission.html	(from https://ltsu.ac.in/)
19:01:18	65721/65721	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:19%20GMT	https://www.ltsu.ac.in/objectives	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/objectives.html	(from https://ltsu.ac.in/)
19:01:18	64255/64255	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:19%20GMT	https://www.ltsu.ac.in/ltsu-at-glance	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/ltsu-at-glance.html	(from https://ltsu.ac.in/)
19:01:18	68995/68995	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:19%20GMT	https://www.ltsu.ac.in/our-academic-skilling-framework	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/our-academic-skilling-framework.html	(from https://ltsu.ac.in/)
19:01:18	122607/122607	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:20%20GMT	https://www.ltsu.ac.in/leadership-team	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/leadership-team.html	(from https://ltsu.ac.in/)
19:01:18	68916/68916	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:20%20GMT	https://www.ltsu.ac.in/governing-body	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/governing-body.html	(from https://ltsu.ac.in/)
19:01:19	69001/69001	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:20%20GMT	https://www.ltsu.ac.in/board-of-management	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/board-of-management.html	(from https://ltsu.ac.in/)
19:01:19	66928/66928	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:20%20GMT	https://www.ltsu.ac.in/academic-council	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/academic-council.html	(from https://ltsu.ac.in/)
19:01:19	66709/66709	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:21%20GMT	https://www.ltsu.ac.in/committees-office-orders	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/committees-office-orders.html	(from https://ltsu.ac.in/)
19:01:20	67170/67170	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:21%20GMT	https://www.ltsu.ac.in/chancellor-message	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/chancellor-message.html	(from https://ltsu.ac.in/)
19:01:20	87908/87908	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:21%20GMT	https://www.ltsu.ac.in/vice-chancellor-message	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/vice-chancellor-message.html	(from https://ltsu.ac.in/)
19:01:21	66201/66201	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:22%20GMT	https://www.ltsu.ac.in/registrar-message	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/registrar-message.html	(from https://ltsu.ac.in/)
19:01:21	160560/160560	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:22%20GMT	https://www.ltsu.ac.in/university-school-of-engineering	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-engineering.html	(from https://ltsu.ac.in/)
19:01:22	111382/111382	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:23%20GMT	https://www.ltsu.ac.in/university-school-of-commerce-management	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-commerce-management.html	(from https://ltsu.ac.in/)
19:01:22	102900/102900	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:23%20GMT	https://www.ltsu.ac.in/university-school-of-hotel-tourism-management	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-hotel-tourism-management.html	(from https://ltsu.ac.in/)
19:01:22	108324/108324	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:24%20GMT	https://www.ltsu.ac.in/university-school-of-polytechnic	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-polytechnic.html	(from https://ltsu.ac.in/)
19:01:22	25170594/25170594	---M--	200	added ('OK')	application/pdf	etag:%2218012a2-693d0611-795f593be8aff011;;;%22	https://www.ltsu.ac.in/assets/frontend/pdf/UGC-Information_LTSU.pdf	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/pdf/UGC-Information_LTSU.pdf	(from https://ltsu.ac.in/)
19:01:23	175669/175669	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:24%20GMT	https://www.ltsu.ac.in/institute-of-pharmacy	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/institute-of-pharmacy.html	(from https://ltsu.ac.in/)
19:01:23	101475/101475	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:24%20GMT	https://www.ltsu.ac.in/university-school-of-allied-health-sciences	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-allied-health-sciences.html	(from https://ltsu.ac.in/)
19:01:24	106190/106190	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:25%20GMT	https://www.ltsu.ac.in/sggsjs-research-department	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/sggsjs-research-department.html	(from https://ltsu.ac.in/)
19:01:25	103646/103646	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:26%20GMT	https://www.ltsu.ac.in/university-school-of-legal-studies	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-legal-studies.html	(from https://ltsu.ac.in/)
19:01:25	84566/84566	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:26%20GMT	https://www.ltsu.ac.in/university-school-of-physical-education-sports	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-physical-education-sports.html	(from https://ltsu.ac.in/)
19:01:25	111558/111558	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:26%20GMT	https://www.ltsu.ac.in/university-school-of-computing	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/university-school-of-computing.html	(from https://ltsu.ac.in/)
19:01:26	84448/84448	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:27%20GMT	https://www.ltsu.ac.in/lamrin-school-of-pharmaceutical-sciences	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/lamrin-school-of-pharmaceutical-sciences.html	(from https://ltsu.ac.in/)
19:01:26	83851/83851	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:27%20GMT	https://www.ltsu.ac.in/ucon	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/ucon.html	(from https://ltsu.ac.in/)
19:01:26	125684/125684	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:27%20GMT	https://www.ltsu.ac.in/uslase	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/uslase.html	(from https://ltsu.ac.in/)
19:01:26	111914/111914	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:28%20GMT	https://www.ltsu.ac.in/usbw	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/usbw.html	(from https://ltsu.ac.in/)
19:01:26	112106/112106	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:28%20GMT	https://www.ltsu.ac.in/usd	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/usd.html	(from https://ltsu.ac.in/)
19:01:27	64608/64608	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:28%20GMT	https://www.ltsu.ac.in/campus-virtual-tour	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/campus-virtual-tour.html	(from https://ltsu.ac.in/)
19:01:27	65734/65734	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2013:31:28%20GMT	https://www.ltsu.ac.in/admission-criteria	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/admission-criteria.html	(from https://ltsu.ac.in/)
19:01:27	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:29%20GMT	https://www.ltsu.ac.in/admission-policy	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/admission-policy	(from https://ltsu.ac.in/)
19:01:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:29%20GMT	https://www.ltsu.ac.in/assets/frontend/pdf/fee-structure_2026-2027.pdf	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/pdf/fee-structure_2026-2027.pdf	(from https://ltsu.ac.in/)
19:01:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:29%20GMT	https://www.ltsu.ac.in/assets/frontend/pdf/Hostel_fee_structure_2026-2027.pdf	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/assets/frontend/pdf/Hostel_fee_structure_2026-2027.pdf	(from https://ltsu.ac.in/)
19:01:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:29%20GMT	https://www.ltsu.ac.in/refund-policy	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/refund-policy	(from https://ltsu.ac.in/)
19:01:28	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:30%20GMT	https://www.ltsu.ac.in/scholarship	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/scholarship	(from https://ltsu.ac.in/)
19:01:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2029%20Jun%202026%2013:31:30%20GMT	https://www.ltsu.ac.in/research-development	D:/Dranox%20Nexer/Ethical%20Hacking/Duplicate%20websites/Websites/Project%201/me/www.ltsu.ac.in/research-development	(from https://ltsu.ac.in/)
